caller_project_id,caller_class_id,caller_method_id,CALL_DIRECTION,callee_project_id,callee_class_id,callee_method_id
7659b978-0fcd-47a9-b89a-778bcf57eaff,eb46049e-3f27-4944-9e3e-65e3055bc417,af4faffe-6402-4865-8ffb-a458acc6d5a2,->,7659b978-0fcd-47a9-b89a-778bcf57eaff,java/lang/Thread.java,sleep
7659b978-0fcd-47a9-b89a-778bcf57eaff,eb46049e-3f27-4944-9e3e-65e3055bc417,af4faffe-6402-4865-8ffb-a458acc6d5a2,->,7659b978-0fcd-47a9-b89a-778bcf57eaff,java/lang/InterruptedException.java,printStackTrace
7659b978-0fcd-47a9-b89a-778bcf57eaff,f4fb95d5-5d8c-4181-adb4-de5564706331,b001435d-04a3-4f09-a865-29bf1337157e,->,7659b978-0fcd-47a9-b89a-778bcf57eaff,org/springframework/jdbc/core/simple/SimpleJdbcDaoSupport.java,initTemplateConfig
7659b978-0fcd-47a9-b89a-778bcf57eaff,f4fb95d5-5d8c-4181-adb4-de5564706331,b001435d-04a3-4f09-a865-29bf1337157e,->,7659b978-0fcd-47a9-b89a-778bcf57eaff,example/webapp/dao/JdbcEventDAO.java,getJdbcTemplate
7659b978-0fcd-47a9-b89a-778bcf57eaff,f4fb95d5-5d8c-4181-adb4-de5564706331,b001435d-04a3-4f09-a865-29bf1337157e,->,7659b978-0fcd-47a9-b89a-778bcf57eaff,org/springframework/jdbc/core/simple/SimpleJdbcInsert.java,withTableName
7659b978-0fcd-47a9-b89a-778bcf57eaff,f4fb95d5-5d8c-4181-adb4-de5564706331,b001435d-04a3-4f09-a865-29bf1337157e,->,7659b978-0fcd-47a9-b89a-778bcf57eaff,org/springframework/jdbc/core/simple/SimpleJdbcInsert.java,usingGeneratedKeyColumns
7659b978-0fcd-47a9-b89a-778bcf57eaff,f4fb95d5-5d8c-4181-adb4-de5564706331,b001435d-04a3-4f09-a865-29bf1337157e,->,7659b978-0fcd-47a9-b89a-778bcf57eaff,org/springframework/jdbc/core/simple/SimpleJdbcInsert.java,usingColumns
7659b978-0fcd-47a9-b89a-778bcf57eaff,f4fb95d5-5d8c-4181-adb4-de5564706331,845ac7ee-d3ad-4fd1-92c5-0b91281da379,->,7659b978-0fcd-47a9-b89a-778bcf57eaff,example/webapp/dao/JdbcEventDAO.java,getJdbcTemplate
7659b978-0fcd-47a9-b89a-778bcf57eaff,f4fb95d5-5d8c-4181-adb4-de5564706331,845ac7ee-d3ad-4fd1-92c5-0b91281da379,->,7659b978-0fcd-47a9-b89a-778bcf57eaff,org/springframework/jdbc/core/JdbcTemplate.java,queryForInt
7659b978-0fcd-47a9-b89a-778bcf57eaff,f4fb95d5-5d8c-4181-adb4-de5564706331,1f2a8450-440a-4358-a416-ce24c50a4134,->,7659b978-0fcd-47a9-b89a-778bcf57eaff,example/webapp/dao/JdbcEventDAO.java,getSimpleJdbcTemplate
7659b978-0fcd-47a9-b89a-778bcf57eaff,f4fb95d5-5d8c-4181-adb4-de5564706331,1f2a8450-440a-4358-a416-ce24c50a4134,->,7659b978-0fcd-47a9-b89a-778bcf57eaff,79b4249c-0f7e-4708-bbe2-71b00602a033,925bafe0-d282-43e5-80c2-aaee49ffc14c
7659b978-0fcd-47a9-b89a-778bcf57eaff,f4fb95d5-5d8c-4181-adb4-de5564706331,1f2a8450-440a-4358-a416-ce24c50a4134,->,7659b978-0fcd-47a9-b89a-778bcf57eaff,org/springframework/jdbc/core/simple/SimpleJdbcTemplate.java,update
7659b978-0fcd-47a9-b89a-778bcf57eaff,f4fb95d5-5d8c-4181-adb4-de5564706331,3497e10f-8bb7-4a91-bc2b-98b1e31ee89a,->,7659b978-0fcd-47a9-b89a-778bcf57eaff,example/webapp/dao/JdbcEventDAO.java,getSimpleJdbcTemplate
7659b978-0fcd-47a9-b89a-778bcf57eaff,f4fb95d5-5d8c-4181-adb4-de5564706331,3497e10f-8bb7-4a91-bc2b-98b1e31ee89a,->,7659b978-0fcd-47a9-b89a-778bcf57eaff,org/springframework/jdbc/core/simple/SimpleJdbcTemplate.java,query
7659b978-0fcd-47a9-b89a-778bcf57eaff,f4fb95d5-5d8c-4181-adb4-de5564706331,ffe37526-b738-467e-a7b1-e6ef63dda43d,->,7659b978-0fcd-47a9-b89a-778bcf57eaff,example/webapp/dao/JdbcEventDAO.java,getSimpleJdbcTemplate
