caller_project_id,caller_class_id,caller_method_id,CALL_DIRECTION,callee_project_id,callee_class_id,callee_method_id
835cea6f-6e56-4087-b119-3c9d5e047c2a,263f78a5-01c6-41d6-b1ae-9ff2b668b6a6,25aa37fe-0e23-4fe4-996b-721678cb1767,->,835cea6f-6e56-4087-b119-3c9d5e047c2a,java/util/ArrayList.java,add
835cea6f-6e56-4087-b119-3c9d5e047c2a,263f78a5-01c6-41d6-b1ae-9ff2b668b6a6,25aa37fe-0e23-4fe4-996b-721678cb1767,->,835cea6f-6e56-4087-b119-3c9d5e047c2a,java/util/ArrayList.java,add
835cea6f-6e56-4087-b119-3c9d5e047c2a,263f78a5-01c6-41d6-b1ae-9ff2b668b6a6,25aa37fe-0e23-4fe4-996b-721678cb1767,->,835cea6f-6e56-4087-b119-3c9d5e047c2a,java/util/ArrayList.java,add
835cea6f-6e56-4087-b119-3c9d5e047c2a,263f78a5-01c6-41d6-b1ae-9ff2b668b6a6,25aa37fe-0e23-4fe4-996b-721678cb1767,->,835cea6f-6e56-4087-b119-3c9d5e047c2a,java/util/ArrayList.java,add
835cea6f-6e56-4087-b119-3c9d5e047c2a,263f78a5-01c6-41d6-b1ae-9ff2b668b6a6,25aa37fe-0e23-4fe4-996b-721678cb1767,->,835cea6f-6e56-4087-b119-3c9d5e047c2a,java/util/ArrayList.java,add
835cea6f-6e56-4087-b119-3c9d5e047c2a,263f78a5-01c6-41d6-b1ae-9ff2b668b6a6,25aa37fe-0e23-4fe4-996b-721678cb1767,->,835cea6f-6e56-4087-b119-3c9d5e047c2a,java/util/ArrayList.java,add
835cea6f-6e56-4087-b119-3c9d5e047c2a,263f78a5-01c6-41d6-b1ae-9ff2b668b6a6,25aa37fe-0e23-4fe4-996b-721678cb1767,->,835cea6f-6e56-4087-b119-3c9d5e047c2a,java/util/ArrayList.java,add
835cea6f-6e56-4087-b119-3c9d5e047c2a,263f78a5-01c6-41d6-b1ae-9ff2b668b6a6,25aa37fe-0e23-4fe4-996b-721678cb1767,->,835cea6f-6e56-4087-b119-3c9d5e047c2a,java/util/ArrayList.java,add
835cea6f-6e56-4087-b119-3c9d5e047c2a,263f78a5-01c6-41d6-b1ae-9ff2b668b6a6,25aa37fe-0e23-4fe4-996b-721678cb1767,->,835cea6f-6e56-4087-b119-3c9d5e047c2a,java/util/ArrayList.java,add
835cea6f-6e56-4087-b119-3c9d5e047c2a,263f78a5-01c6-41d6-b1ae-9ff2b668b6a6,25aa37fe-0e23-4fe4-996b-721678cb1767,->,835cea6f-6e56-4087-b119-3c9d5e047c2a,java/util/ArrayList.java,add
835cea6f-6e56-4087-b119-3c9d5e047c2a,263f78a5-01c6-41d6-b1ae-9ff2b668b6a6,25aa37fe-0e23-4fe4-996b-721678cb1767,->,835cea6f-6e56-4087-b119-3c9d5e047c2a,java/util/ArrayList.java,add
835cea6f-6e56-4087-b119-3c9d5e047c2a,263f78a5-01c6-41d6-b1ae-9ff2b668b6a6,25aa37fe-0e23-4fe4-996b-721678cb1767,->,835cea6f-6e56-4087-b119-3c9d5e047c2a,java/util/ArrayList.java,add
